Quel est le concept désignant l'esprit humain comme nouvel espace de conflictualité ?,"Le ""sixième domaine de la guerre""."
Quelle est la différence fondamentale entre la guerre de l'information et la guerre cognitive ?,"L'information cible le flux de données, tandis que le cognitif cible la manière dont le cerveau traite ces données."
"Selon l'OTAN, quel est l'objectif principal du ""Warfighting Capstone Concept"" de 2021 ?","Atteindre la ""supériorité cognitive""."
"Dans la doctrine russe, quel terme désigne la manipulation du processus de décision de l'adversaire ?","Le ""Reflexive Control"" (Contrôle réflexif)."
"Quel pays privilégie la ""guerre cognitive algorithmique"" basée sur l'IA et le Big Data ?",La Chine.
"Expliquez l'effet de la ""stimulation répétée"" sur le traitement cérébral d'une information fausse.","Elle réduit le coût psychologique du traitement, facilitant l'acceptation subconsciente de l'erreur."
Quel mécanisme neurobiologique la guerre cognitive sature-t-elle pour créer une incertitude permanente ?,"Le ""signal d'erreur""."
"Dans le cadre de l'influence émotionnelle, quelle structure cérébrale est favorisée au détriment du cortex préfrontal ?",L'amygdale.
"Quel est l'objectif ultime du ""stratège du chaos"" dans une guerre asymétrique ?",Convaincre les dirigeants adverses qu'aucun état final stable n'est possible.
"Définissez le concept de ""fermeture épistémique"" dans les réseaux sociaux.",Le rejet systématique de toute information contredisant le narratif dominant du groupe.
Quelle est la première étape du modèle chinois en six étapes pour façonner la cognition ?,Le portrait de l'utilisateur via l'analyse psychologique par le Big Data.
"Dans le modèle chinois, quel est le but de la ""supervision de la gratification"" ?",Renforcer l'enfermement dans un nouveau cadre cognitif via la mesure de la gratification sociale.
Quel est l'impact principal des algorithmes de recommandation sur la diversité d'opinion ?,"Ils créent des ""chambres d'écho"" en limitant l'exposition aux points de vue divergents."
"Selon la théorie du chaos, qu'est-ce que la ""sensibilité aux conditions initiales"" ?",Le fait que de petites perturbations (ex: rumeur) puissent entraîner des conséquences nationales disproportionnées.
Donnez l'équation de l'évolution de la variable $x$ dans l'attracteur de Lorenz.,$\frac{dx}{dt} = \sigma(y - x)$.
Quel paramètre de l'attracteur de Lorenz symbolise le niveau de méfiance publique en guerre cognitive ?,Le paramètre $\rho$.
Quelles sont les quatre étapes de la boucle OODA ?,"Observation, Orientation, Décision, Action."
Dans quel domaine du cadre de Snowden la boucle OODA s'effondre-t-elle ?,"Dans les domaines ""complexe"" ou ""chaotique""."
"Dans le modèle épidémiologique SIR appliqué aux rumeurs, que signifie la catégorie 'E' ?","Les ""Étouffeurs"" (individus ayant cessé de diffuser l'information)."
Quelle est la formule du nombre de reproduction de base $R_0$ pour une rumeur ?,$R_0 = \frac{\beta N}{\alpha + \gamma + \mu}$.
Que représente le paramètre $\beta$ dans le modèle de propagation des rumeurs ?,Le taux de transmission ou la viralité de l'information.
Quel est l'effet de l'introduction d'un délai temporel $\tau$ dans les modèles de propagation ?,Il peut induire des oscillations chaotiques et des résurgences brutales de rumeurs.
"Définissez la ""résilience dynamique"" (ou opérationnelle).",La capacité de combattre à travers la perturbation et de maintenir l'initiative sous stress.
"Qu'est-ce que l'""extensibilité gracieuse"" (Graceful Extensibility) ?",La capacité d'un système à étendre ses capacités de réponse au-delà de ses limites normales.
Quel terme désigne les infrastructures virtuelles critiques hors contrôle gouvernemental ?,"La ""Mission-Relevant Terrain in Cyberspace"" (MRT-C)."
"En quoi consiste la stratégie de ""défense avancée"" (Defend Forward) ?",Engager l'adversaire dans ses propres réseaux pour perturber ses capacités avant l'attaque.
Quel est le dilemme du prisonnier appliqué à la censure d'État ?,Une restriction excessive peut entraîner la perte de confiance et pousser la population vers la propagande radicale.
"Comment Bernard Claverie définit-il les sciences cognitives ""dures"" ?","Des disciplines non interprétatives qui étudient la pensée comme un objet matériel (neurosciences, IA, etc.)."
"Qu'est-ce que le ""syndrome de La Havane"" ?","Des symptômes incapacitants suspects chez des diplomates, attribués à des rayonnements ciblant le système nerveux."
Quel est l'objectif du projet Gecko ?,Développer des dispositifs d'exploration de la guerre cognitive via des crises fictives.
"Dans l'équation du risque de protection, quels sont les trois facteurs déterminants ?","Les Menaces, les Vulnérabilités et les Capacités."
Équation : Risque de protection,$Risque = \frac{Menaces \times Vuln\acute{e}rabilit\acute{e}s}{Capacit\acute{e}}$.
Quelle est la différence entre un vecteur traditionnel et un vecteur technologique existant ?,"Le traditionnel utilise les médias de masse (presse, TV), l'existant utilise les réseaux sociaux et le Big Data."
"Citez deux exemples de vecteurs technologiques ""émergents"" en guerre cognitive.",Les Deepfakes (médias synthétiques) et les neuro-armes.
Quels sont les trois déclencheurs (triggers) de vulnérabilité individuelle à la manipulation ?,"L'inflexibilité cognitive, le besoin d'appartenance sociale et l'excitation émotionnelle."
"Comment l'adversaire ""militarise-t-il"" l'identité (Weaponize Identity) ?",En exploitant les affiliations culturelles ou nationales pour cibler des groupes spécifiques.
"Quel rôle joue la ""mémoire historique"" dans la guerre cognitive ?",Elle sert de base à la création de narratifs manipulés pour modifier la perception de soi des nations.
"Quelle est la définition de la ""menace"" dans l'analyse de protection ?","Une force externe (autorité, groupe armé) motivée par des facteurs politiques ou économiques."
"Donnez un exemple de ""mécanisme d'adaptation"" communautaire face à une menace.",L'envoi d'enfants vers des villes sûres ou la négociation par des chefs religieux.
"Quel est le but des ""pare-feu cognitifs"" ?",Identifier et bloquer les manipulations algorithmiques en temps réel au niveau étatique.
"Dans le cadre de l'analyse de l'OTAN, qu'est-ce que la ""6-Outs"" ?","Un ensemble de fonctions (out-think, out-fight, etc.) pour maintenir l'avantage militaire."
Définition : Guerre hybride (selon Hung & Hung),Un cadre global où la guerre cognitive est une composante subordonnée axée sur les effets mentaux.
"Quelle est la caractéristique majeure de la ""zone grise"" de conflictualité ?",Elle se situe sous le seuil de l'agression militaire directe et de la légalité internationale.
"Pourquoi la ""fermeture épistémique"" rend-elle une société ingouvernable ?",Parce qu'elle empêche tout consensus basé sur des faits rationnels partagés.
Quel est le rôle de l'IA générative dans l'étape d'attraction de l'attention ?,Créer des contenus qui désarçonnent le cadre cognitif existant de la cible.
"Selon Dave Snowden, quelle action doit-on privilégier dans un environnement ""chaotique"" ?",Agir - Percevoir - Répondre.
"Dans le cadre SIR, que se passe-t-il si $R_0 > 1$ ?",La rumeur se propage de manière exponentielle au sein de la population.
"Définissez l'""homophilie de réseau"".",La tendance des individus à se connecter uniquement à ceux qui partagent leurs croyances.
"Quel est le risque lié aux ""systèmes hérités"" (legacy systems) en période de crise systémique ?",Ils sont souvent mal protégés et exacerbent la vulnérabilité globale de l'État.
"Pourquoi l'éducation est-elle considérée comme une ""immunisation mentale"" ?","Elle sensibilise aux biais cognitifs et aux techniques de manipulation, renforçant la résilience à long terme."
L'analyse intégrée suggère que la victoire appartiendra à celui qui saura le mieux _____,Naviguer et orchestrer le chaos.
Citez une différence entre la conception de la CW par Miller et celle de l'OTAN.,"Miller la voit sous le seuil de la guerre conventionnelle, tandis que l'OTAN y inclut des activités cinétiques."
"Qu'est-ce que la ""domination cognitive"" dans la doctrine chinoise ?",Le contrôle des croyances et la reconfiguration des matrices de sens de l'adversaire.
"Quel est l'effet des ""contagions cognitives"" sur les réseaux sociaux ?",Elles propagent des idéologies chargées d'émotions de manière virale pour polariser la société.
"Dans le cadre de Snowden, quel mécanisme est adapté à un environnement ""ordonné/simple"" ?",Percevoir - Catégoriser - Répondre.
Pourquoi le micro-ciblage psychographique est-il plus efficace que le marketing traditionnel ?,Il exploite les peurs et biais spécifiques de chaque individu grâce aux données massives.
"L'""effet papillon"" appliqué à l'information signifie qu'une rumeur peut déclencher _____",Une réaction en chaîne aboutissant à une crise nationale.
"Quel est le danger de la ""saturation par le volume de données"" sur la décision ?",Elle paralyse le décideur en rendant l'analyse impossible (environnement compliqué).
"Comment l'agresseur utilise-t-il le ""cocon sémantique"" ?",En enfermant l'individu dans un flux d'informations qui confirme uniquement ses préjugés.
"Qu'est-ce qu'une opération cognitive ""à bas bruit"" ?",Une opération sur le temps long modifiant les habitudes de pensée de manière quasi-irréversible.
"Quel est le rôle des ""usines à trolls"" dans la stratégie russe ?",Diffuser massivement de la désinformation pour attiser les divisions internes.
"Pourquoi la transparence des sociétés démocratiques est-elle un ""talon d'Achille"" ?",Elle offre une surface d'attaque maximale pour l'injection de désordre et de paralysie.
"Le modèle épidémiologique de rumeur divise la population en : I (Ignorants), P (Propagateurs) et _____",E (Étouffeurs).
"Qu'implique la ""perte de la souveraineté cognitive"" d'un État ?",L'incapacité à protéger l'esprit de ses citoyens contre des influences étrangères hostiles.
Quel est le lien entre instabilité émotionnelle et réceptivité algorithmique ?,"L'instabilité augmente la réceptivité aux contenus négatifs, poussant vers les extrêmes politiques."
"Dans la théorie des systèmes, que provoque la neutralisation d'un nœud critique ?",Un effondrement de la rétroaction et une chute de la structure entière par effet domino.
Quelle est la fonction du paramètre $\sigma$ dans l'attracteur de Lorenz appliqué à l'information ?,La vélocité de l'information.
"Comment définit-on un ""risque systémique global"" lié au cyber ?",Un incident dont l'amplification par les réseaux menace la stabilité de l'État ou des finances.
Quel est l'objectif des simulations cognitives pour les décideurs ?,Apprendre à maintenir leur régulation émotionnelle sous stress et reconnaître les manipulations.
"La guerre cognitive vise à altérer non seulement ce que les gens pensent, mais aussi _____",La façon dont ils pensent.
Quels types de narratifs la Russie utilise-t-elle en Afrique ?,Des narratifs historiques et conspirationnistes.
"Dans le modèle SIR, que représente le paramètre $\gamma$ ?",Le taux de récupération suite à une vérification des faits (fact-checking).
Qu'est-ce qu'une bifurcation dans un système dynamique chaotique ?,Un basculement d'un état stable vers un comportement oscillatoire ou désordonné.
Quel est l'impératif de défense face à la menace MRT-C ?,Protéger les infrastructures virtuelles même si elles appartiennent au secteur privé.
Comment la manipulation des émotions court-circuite-t-elle la raison ?,En favorisant des comportements impulsifs et prévisibles via l'activation de l'amygdale.
"Selon le document, la guerre cognitive est une transition vers la _____",Sixième génération de guerre ou neuro-guerre.
Pourquoi l'incertitude dégrade-t-elle la capacité de décision ?,Elle sature les capacités cognitives et pousse vers des réactions émotionnelles irrationnelles.
"Définissez le concept de ""Reflexive Control"" ?",Transmettre des informations à l'adversaire pour qu'il prenne volontairement une décision prédéterminée par l'agresseur.
"Quel est le danger des ""deepfakes"" dans la phase d'attraction ?",Ils créent une confusion immédiate en imitant parfaitement la réalité pour tromper les sens.
"Quel est le rôle de la ""gratification sociale"" dans l'enfermement cognitif ?","Elle récompense l'adhésion au groupe, rendant la sortie du cadre cognitif psychologiquement coûteuse."
